anchor_id,proposed_id,title,role,rationale_ko,source,line_start,line_end,excerpt,linked_item_ids,prior_proof_statuses,proof_support,novelty_assessment
role-4c7226f3f01c247d,,ellipsoid_fixture_positive_definite,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",118,139,"theorem ellipsoid_fixture_positive_definite :
    ∀ u : Fin 2 → ℝ, u ≠ 0 → 0 < quadraticForm ellipsoidFixtureQ u := by
  intro u hu
  have hcomponent : u 0 ≠ 0 ∨ u 1 ≠ 0 := by
    by_cases h0 : u 0 = 0
    · right
      intro h1
      apply hu
      funext i
      fin_cases i
      · exact h0
      · exact h1
    · exact Or.inl h0
  rw [ellipsoid_fixture_form]
  rcases hcomponent with h0 | h1
  · have hs0 : 0 < (u 0) ^ 2 := sq_pos_of_ne_zero h0
    have hs1 : 0 ≤ (u 1) ^ 2 := sq_nonneg (u 1)
    nlinarith
  · have hs0 : 0 ≤ (u 0) ^ 2 := sq_nonneg (u 0)
    have hs1 : 0 < (u 1) ^ 2 := sq_pos_of_ne_zero h1
    nlinarith
","[""c0d7e07abb5be1917cd1a3a391ae71bb""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-a9638c6ddcc52bf9,,polytope_fixture_normals_span,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",205,215,"theorem polytope_fixture_normals_span :
    normalsSpan polytopeFixtureNormals := by
  unfold normalsSpan
  intro u h
  funext j
  fin_cases j
  · have h0 := h 0
    simpa [polytopeFixtureNormals, dotProduct, Fin.sum_univ_two] using h0
  · have h2 := h 2
    simpa [polytopeFixtureNormals, dotProduct, Fin.sum_univ_two] using h2
","[""05db3a53e9f6efd545160101585f6688""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-f449e4a70e270e00,,rank_fixture_S_isUnit_matrix,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",356,358,"theorem rank_fixture_S_isUnit_matrix : IsUnit rankFixtureS :=
  rankFixtureS.isUnit_iff_isUnit_det.mpr rank_fixture_S_isUnit
","[""f590ab222207bae4af6dbc2a56fdc292""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-fefb55232afa9f8e,,rank_fixture_S_exact,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",359,361,"theorem rank_fixture_S_exact : rankFixtureS.rank = 2 := by
  simpa using Matrix.rank_of_isUnit rankFixtureS rank_fixture_S_isUnit_matrix
","[""2e98e9d3272df1da862f09ffe5de7b5f""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-bffaae6be0749899,,rank_fixture_R_exact,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",362,370,"theorem rank_fixture_R_exact : rankFixtureR.rank = 2 := by
  have hlower : 2 ≤ rankFixtureR.rank := by
    have hsub := Matrix.rank_submatrix_le rankFixtureR firstTwoRows id
    rw [rank_fixture_submatrix, rank_fixture_S_exact] at hsub
    exact hsub
  have hupper : rankFixtureR.rank ≤ 2 := by
    simpa using Matrix.rank_le_card_width rankFixtureR
  exact le_antisymm hupper hlower
","[""6dfd27b1d5457437bc941c62fe937ce1""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-22a9197b4b291804,,rank_fixture_D_det,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",371,373,"theorem rank_fixture_D_det : rankFixtureD.det = 1 := by
  norm_num [rankFixtureD, Matrix.det_fin_two]
","[""2bf93b5f89a5ce1712fdb5dff0c16955""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-61325e7f80e21bb2,,rank_fixture_D_isUnit,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",374,377,"theorem rank_fixture_D_isUnit : IsUnit rankFixtureD.det := by
  rw [rank_fixture_D_det]
  exact isUnit_one
","[""e23cd9b287412491da53f9e0c622b881""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-44cc46218bc28220,,rank_fixture_RD_exact,internal_auxiliary,명시된 고정 벡터·행렬·숫자 예제의 값이나 랭크를 확인하는 검증 보조정리다. 해당 예제의 계산을 일반 정리 후보 전체와 구별한다.,"{""content_id"": ""7ebc96847f3dbf291c3ddbca2945bbf1e0848401108ced298dfea6844ce67c25:ad208a43"", ""git_blob"": null, ""id"": ""5627ca749a97b293d349c22322b142d4"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr254-cas-r3-20260728/artifacts/A-PR254-R3-CAS-LEAN/PR254R3LeanAxis.lean"", ""source_id"": ""worktree_b30ecf95f2f5""}",378,385,"theorem rank_fixture_RD_exact :
    (rankFixtureR * rankFixtureD).rank = 2 := by
  rw [invertible_scaling_rank rankFixtureR rankFixtureD
      rank_fixture_D_isUnit,
    rank_fixture_R_exact]

/-! ## J1 exact outer-envelope counterexample -/
","[""4f3201a88b39a0d33cc21f3776313947""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-c855c444d3b56d21,,PR257Orbit.Vec3.extensionality,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",44,49,"theorem Vec3.extensionality {u v : Vec3}
    (hx : u.x = v.x) (hy : u.y = v.y) (hz : u.z = v.z) : u = v := by
  cases u
  cases v
  grind
","[""06550bbb4668ef1397238e93a65357d3""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-2a8e7a7a58e974ba,,PR257Orbit.Mat3.extensionality,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",50,59,"theorem Mat3.extensionality {A B : Mat3}
    (h00 : A.m00 = B.m00) (h01 : A.m01 = B.m01)
    (h02 : A.m02 = B.m02) (h10 : A.m10 = B.m10)
    (h11 : A.m11 = B.m11) (h12 : A.m12 = B.m12)
    (h20 : A.m20 = B.m20) (h21 : A.m21 = B.m21)
    (h22 : A.m22 = B.m22) : A = B := by
  cases A
  cases B
  grind
","[""fadd119972d03372754d70036c1a4101""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-faf362cac87c3297,,PR257Orbit.mm_assoc,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",130,132,"theorem mm_assoc (A B C : Mat3) : mm (mm A B) C = mm A (mm B C) := by
  apply Mat3.extensionality <;> grind [mm]
","[""f3d387a84a1183b26b8eccf3f64e74ed""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-b5426617bdaae211,,PR257Orbit.mm_ident_left,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",133,135,"theorem mm_ident_left (A : Mat3) : mm ident A = A := by
  apply Mat3.extensionality <;> grind [mm, ident]
","[""774c45ad11a0488bb5527f1606a295d0""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-3c358c965bc96a70,,PR257Orbit.fromCols_mv,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",154,157,"theorem fromCols_mv (R : Mat3) (u v w : Vec3) :
    fromCols (mv R u) (mv R v) (mv R w) = mm R (fromCols u v w) := by
  apply Mat3.extensionality <;> grind [fromCols, mv, mm]
","[""8bd0ca2b1ce53f9851ef2a6abab9ddc1""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-73c53125cdaf77eb,,PR257Orbit.det_sq_one,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",158,160,"theorem det_sq_one {R : Mat3} (hR : O3 R) : det R * det R = 1 := by
  rcases hR.det_sign with h | h <;> grind
","[""782511d2a93a698cdff1fdf905d75018""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
role-9212618928aa87e8,,PR257Orbit.dot_mv_adjoint,internal_auxiliary,"상위 증명에서 사용하는 행렬·벡터 대수, 유한 최댓값, 형 변환·순열의 기초 보조정리다. 선언과 같은 파일의 사용 문맥을 읽어 역할을 확인했다.","{""content_id"": ""89e6f7e4158548c8392826fec06b389223f0ccb71c061b2b14c7f18dfeccfcb2:ad208a43"", ""git_blob"": null, ""id"": ""e1dbf1e79161e3cdbf3a58ae1e1b2d52"", ""observed_commit"": null, ""path"": "".agent-harness/runs/premise-anchor-pr257-cas-r2-20260729/artifacts/A-PR257-CAS-LEAN-R2/PR257OrbitAxis.lean"", ""source_id"": ""worktree_5ed17ce8b96a""}",161,164,"theorem dot_mv_adjoint (R : Mat3) (u v : Vec3) :
    dot (mv R u) v = dot u (mv (transpose R) v) := by
  grind [dot, mv, transpose]
","[""f3578bce6754bf1f2fbc5f1a20f1934d""]","{""existing_proof_support_confirmed"": 1}",existing_support_at_exact_declaration,NOT_EVALUATED
